Timestamp,Location,Day,Your initials,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,Legacy,First gen,Domestic/Intl,Greek,21 or older,Q1 Paxson,Q2 Advisor,Q3 Cigs,Q4 Election,Q5 CAPS,Q6 Exercise,Q7 Coffee,Q8 Shamed,Q9 Food,Q10 Med/law advising,Q11 Selling,Q12 Cheating,Q13 Substance use in class
10/29/2015 15:12:03,Faunce,Day 1,ASG,Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,4-7,4-7,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:14:12,Faunce,Day 1,ASG,Female,Sophomore,Just loans,No,Heterosexual,"White, Black","Humanities/arts, Social sciences",No,Yes,Domestic,No,No,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,I am unsure,0,1-3,1-3,No,Somewhat dissatisfied,Somewhat dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:16:42,Faunce,Day 1,ASG,Male,First-year,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,No opinion,1-2,Several times per month,Bernie Sanders,0,4-7,8-14,No,Very satisfied,No opinion,No,"I have cheated, I have been cheated on",I have never been intoxicated during class
10/29/2015 15:18:39,Faunce,Day 1,ASG,Female,Sophomore,"Grants, covering all costs",No,Heterosexual,White,Life sciences,No,Yes,Domestic,No,No,No opinion,0,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,0,1-3,No,Somewhat dissatisfied,Somewhat dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:20:36,Faunce,Day 1,ASG,Female,Sophomore,Grants and loans,No,Heterosexual,Asian,Social sciences,No,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,5-6,4-7,1-3,No,Somewhat dissatisfied,Somewhat dissatisfied,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 15:23:10,Faunce,Day 1,ASG,Male,First-year,None,No,Heterosexual,"White, Asian, American Indian/Alaska Native",Life sciences,No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,1,4-7,1-3,No,Somewhat dissatisfied,Somewhat dissatisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:25:51,Faunce,Day 1,ASG,Male,Junior,"Grants, covering all costs",No,Gay,"Hispanic, Black","Life sciences, Social sciences",No,Yes,Domestic,Yes,No,Somewhat approve,1-2,Rarely,Bernie Sanders,0,14 or more,1-3,No,Very satisfied,No opinion,No,"I have cheated, I have been cheated on, I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been under the influence of marijuana during class
10/29/2015 15:28:12,Faunce,Day 1,ASG,Female,Junior,Grants and loans,No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,No,Somewhat approve,1-2,Rarely,Bernie Sanders,2-4,0,0,No,No opinion,No opinion,No,I have cheated,I have never been intoxicated during class
10/29/2015 15:29:47,Faunce,Day 1,ASG,Female,Senior,None,No,Heterosexual,White,Social sciences,Yes,No,Domestic,No,Yes,Strongly approve,3-4,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,5-6,,8-14,No,No opinion,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:32:25,Faunce,Day 1,ASG,Female,First-year,None,No,Heterosexual,"White, Asian",Life sciences,No,No,Domestic,No,No,,1-2,I do not smoke cigarettes or e-cigarettes,I am uninterested in voting or ineligible to vote,1,4-7,1-3,No,Somewhat dissatisfied,Somewhat satisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:33:59,Faunce,Day 1,ASG,Female,First-year,None,No,Heterosexual,White,Humanities/arts,No,,,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,4-7,4-7,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 15:35:54,Faunce,Day 1,ASG,Female,First-year,None,No,Heterosexual,White,Life sciences,,No,Domestic,No,No,Strongly approve,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,0,No,Very satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:37:44,Faunce,Day 1,ASG,Male,First-year,"Grants, covering some costs",No,Other,White,"Humanities/arts, Social sciences",No,No,Domestic,No,No,Strongly disapprove,1-2,Several times per month,Bernie Sanders,0,4-7,0,Yes,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:39:18,Faunce,Day 1,ASG,Female,First-year,Grants and loans,No,Heterosexual,Asian,Humanities/arts,No,No,Domestic,No,No,Somewhat approve,1-2,Rarely,I am uninterested in voting or ineligible to vote,0,1-3,8-14,No,Somewhat dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:41:00,Faunce,Day 1,ASG,Female,First-year,Grants and loans,No,Heterosexual,White,Physical sciences,No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have cheated, I have been cheated on",I have never been intoxicated during class
10/29/2015 15:42:25,Faunce,Day 1,ASG,Female,First-year,"Grants, covering some costs",No,Heterosexual,"White, Asian, Black","Humanities/arts, Social sciences",No,No,Domestic,No,No,Somewhat approve,3-4,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,1-3,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:44:17,Faunce,Day 1,ASG,Male,Senior,None,No,Heterosexual,Black,Life sciences,Yes,No,Domestic,No,No,Somewhat disapprove,5 or more,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,8-10,1-3,No,Somewhat dissatisfied,Somewhat dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 15:45:33,Faunce,Day 1,ASG,Male,Junior,None,No,Heterosexual,Asian,Social sciences,No,No,International,No,Yes,Strongly approve,1-2,I do not smoke cigarettes or e-cigarettes,Rand Paul,0,0,1-3,No,No opinion,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:46:58,Faunce,Day 1,ASG,Female,First-year,None,No,Heterosexual,Hispanic,Humanities/arts,No,No,Domestic,No,No,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,4-7,1-3,No,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 15:49:23,Faunce,Day 1,ASG,Female,First-year,None,No,Heterosexual,White,Physical sciences,Yes,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Jeb Bush,0,8-10,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on","I have been drunk during class, I have been under the influence of marijuana during class"
10/29/2015 15:51:19,Faunce,Day 1,ASG,Male,Sophomore,Grants and loans,No,Heterosexual,White,Physical sciences,Yes,No,Domestic,Yes,No,Somewhat disapprove,3-4,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,1,4-7,15-21,Yes,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:14:38,Faunce,Day 2,ej,Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,Somewhat disapprove,3-4,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,1-3,No,No opinion,I am not considering applying to law or medical school,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 19:15:58,Faunce,Day 2,ej,Female,Sophomore,None,No,Bisexual,White,Humanities/arts,No,No,Domestic,No,No,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,4-7,8-14,No,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:25:50,Faunce,Day 2,ej,Male,First-year,"Grants, covering all costs",No,Bisexual,Other,Life sciences,,Yes,Domestic,No,No,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,1,1-3,4-7,No,Somewhat dissatisfied,Somewhat dissatisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:27:04,Faunce,Day 2,ej,Male,First-year,None,No,Other,Black,"Humanities/arts, Social sciences",No,No,Domestic,No,No,Strongly disapprove,1-2,Rarely,Other,0,1-3,4-7,No,Somewhat dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been under the influence of marijuana during class
10/29/2015 19:28:47,Faunce,Day 2,ej,Male,First-year,Grants and loans,No,Gay,White,Social sciences,No,Yes,Domestic,No,No,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,I am unsure,0,1-3,1-3,No,Somewhat satisfied,Very dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 19:29:56,Faunce,Day 2,ej,Female,Sophomore,Grants and loans,No,Bisexual,Asian,"Physical sciences, Social sciences",No,No,Domestic,No,No,No opinion,5 or more,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,2-4,1-3,1-3,No,Somewhat dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:30:54,Faunce,Day 2,ej,Female,First-year,None,No,Heterosexual,"White, Hispanic",,No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,I am unsure,0,1-3,4-7,No,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:32:02,Faunce,Day 2,ej,Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,0,4-7,No,Somewhat dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:33:05,Faunce,Day 2,ej,Female,Senior,None,No,Bisexual,White,Humanities/arts,,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,2-4,1-3,1-3,Yes,Not familiar enough,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:34:20,Faunce,Day 2,ej,Female,Junior,"Grants, covering some costs",No,Other,Asian,Humanities/arts,No,Yes,Domestic,Yes,Yes,Somewhat approve,5 or more,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,7 and I received outside help after a CAPS referral,4-7,0,No,Somewhat dissatisfied,No opinion,No,"I have cheated, I have been cheated on",I have never been intoxicated during class
10/29/2015 19:35:25,Faunce,Day 2,ej,Female,First-year,Grants and loans,No,Heterosexual,Asian,Physical sciences,No,Yes,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,0,0,No,Somewhat dissatisfied,Very dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 19:37:07,Faunce,Day 2,ej,Female,Junior,None,No,Bisexual,White,Social sciences,No,No,Domestic,No,No,Somewhat approve,3-4,Rarely,Hillary Clinton,2-4,4-7,8-14,No,No opinion,Somewhat dissatisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:38:02,Faunce,Day 2,ej,Female,First-year,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,2-4,1-3,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 19:38:53,Faunce,Day 2,ej,Female,First-year,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,No opinion,3-4,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,4-7,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:39:57,Faunce,Day 2,ej,Male,Senior,"Grants, covering all costs",No,Heterosexual,"Hispanic, Black",Social sciences,No,Yes,Domestic,Yes,Yes,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,2-4,1-3,0,No,Somewhat satisfied,No opinion,No,I have cheated,I have been under the influence of marijuana during class
10/29/2015 19:40:50,Faunce,Day 2,ej,Female,Sophomore,"Grants, covering some costs",No,Other,Black,Social sciences,No,No,Domestic,Yes,No,No opinion,3-4,Rarely,Bernie Sanders,0,1-3,0,Yes,Somewhat dissatisfied,No opinion,Yes,I have cheated,"I have been drunk during class, I have been under the influence of marijuana during class"
10/29/2015 19:41:49,Faunce,Day 2,ej,Male,First-year,"Grants, covering some costs",No,Heterosexual,"White, Hispanic","Life sciences, Physical sciences",No,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,14 or more,1-3,No,Somewhat dissatisfied,No opinion,Yes,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on","I have been drunk during class, I have been under the influence of marijuana during class, I have been under the influence of another controlled substance during class"
10/29/2015 19:42:46,Faunce,Day 2,ej,Female,Junior,"Grants, covering all costs",No,Heterosexual,White,Physical sciences,No,No,Domestic,No,No,Somewhat approve,3-4,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,4-7,8-14,No,No opinion,Very dissatisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:43:32,Faunce,Day 2,ej,Male,First-year,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,Strongly approve,1-2,I do not smoke cigarettes or e-cigarettes,I am unsure,0,4-7,4-7,No,Somewhat satisfied,I am not considering applying to law or medical school,Yes,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:44:46,Faunce,Day 2,ej,Male,Senior,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,Strongly disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,4-7,8-14,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on","I have been under the influence of marijuana during class, I have been under the influence of another controlled substance during class"
10/29/2015 19:46:50,Faunce,Day 2,ej,Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,International,No,No,No opinion,3-4,Rarely,I am uninterested in voting or ineligible to vote,0,1-3,15-21,No,Somewhat satisfied,No opinion,No,I have never been in an exclusive relationship,I have been drunk during class
10/29/2015 19:47:57,Faunce,Day 2,ej,Female,Junior,None,No,Heterosexual,White,"Humanities/arts, Physical sciences",,Yes,Domestic,No,Yes,No opinion,3-4,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,14 or more,0,No,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 19:48:41,Faunce,Day 2,ej,Female,Senior,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Yes,Yes,Somewhat disapprove,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,1-3,No,Somewhat satisfied,Very dissatisfied,No,"I have cheated, I have been cheated on",I have never been intoxicated during class
10/29/2015 19:49:23,Faunce,Day 2,ej,Female,First-year,"Grants, covering some costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,8-14,No,Very satisfied,Somewhat satisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 19:50:30,Faunce,Day 2,ej,Male,Sophomore,Grants and loans,No,Heterosexual,Black,Humanities/arts,,No,Domestic,No,No,No opinion,0,I do not smoke cigarettes or e-cigarettes,I am unsure,0,1-3,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been drunk during class
10/29/2015 20:25:11,Faunce,Day 2,ej,Female,Senior,Just loans,No,Heterosexual,Black,Social sciences,Yes,No,Domestic,No,Yes,Somewhat approve,5 or more,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,4-7,No,Somewhat satisfied,Very dissatisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 20:26:27,Faunce,Day 2,ej,Other,Junior,"Grants, covering all costs",No,Other,Asian,"Humanities/arts, Life sciences",No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,0,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 20:27:53,Faunce,Day 2,ej,Female,Junior,Grants and loans,No,Other,Asian,Life sciences,Yes,No,Domestic,No,No,No opinion,3-4,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,0,1-3,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 20:28:42,Faunce,Day 2,ej,Male,Junior,Just loans,No,Heterosexual,White,"Humanities/arts, Social sciences",No,No,Domestic,Yes,No,Somewhat approve,5 or more,Rarely,Bernie Sanders,0,1-3,15-21,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have been cheated on,I have been drunk during class
10/29/2015 20:29:29,Faunce,Day 2,ej,Male,Senior,None,No,Heterosexual,White,Social sciences,No,No,Domestic,No,Yes,Somewhat disapprove,5 or more,I do not smoke cigarettes or e-cigarettes,I am unsure,0,1-3,22 or more,No,Somewhat dissatisfied,I am not considering applying to law or medical school,Yes,"I have cheated, I have been cheated on",I have been drunk during class
10/29/2015 20:30:23,Faunce,Day 2,ej,Male,Sophomore,None,No,,Asian,Physical sciences,No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,0,4-7,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 20:31:06,Faunce,Day 2,ej,Male,First-year,None,No,Heterosexual,Asian,Physical sciences,No,Yes,International,No,No,Strongly approve,3-4,I do not smoke cigarettes or e-cigarettes,I am uninterested in voting or ineligible to vote,0,1-3,1-3,No,Somewhat satisfied,I am not considering applying to law or medical school,,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been drunk during class
10/29/2015 20:48:10,Faunce,Day 2,ej,Female,Senior,"Grants, covering some costs",No,Heterosexual,"White, Black",Humanities/arts,,No,Domestic,No,Yes,Somewhat disapprove,3-4,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,8-10,8-14,Yes,Somewhat dissatisfied,No opinion,No,I have never been in an exclusive relationship,I have been drunk during class
10/29/2015 20:52:46,Faunce,Day 2,ej,Female,First-year,None,No,Heterosexual,White,Humanities/arts,No,No,International,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,I am uninterested in voting or ineligible to vote,7 and I received outside help after a CAPS referral,1-3,4-7,No,Somewhat satisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been under the influence of another controlled substance during class
10/29/2015 21:39:28,JWW front,Day 2,KPK,Female,Sophomore,None,No,Other,White,Humanities/arts,No,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:40:08,Faunce,Day 2,kt,Male,Sophomore,None,No,Heterosexual,White,"Life sciences, Physical sciences",No,No,Domestic,No,No,Somewhat approve,0,I do not smoke cigarettes or e-cigarettes,Ben Carson,2-4,4-7,0,No,Somewhat dissatisfied,Somewhat dissatisfied,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:41:30,JWW front,Day 2,KPK,Female,First-year,Grants and loans,No,Heterosexual,Black,Life sciences,No,No,Domestic,No,No,Strongly approve,1-2,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,1-3,1-3,No,Somewhat satisfied,Somewhat satisfied,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 21:43:18,Faunce,Day 2,KT,Female,Junior,None,No,Heterosexual,White,Social sciences,No,No,Domestic,No,No,Somewhat approve,0,I do not smoke cigarettes or e-cigarettes,I am unsure,5-6,4-7,8-14,No,Very dissatisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been under the influence of another controlled substance during class
10/29/2015 21:43:31,JWW front,Day 2,KPK,Male,Junior,None,Yes,Heterosexual,"White, American Indian/Alaska Native",Physical sciences,No,No,Domestic,Yes,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Donald Trump,0,11-13,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:45:20,JWW front,Day 2,KPK,Female,Junior,None,No,Heterosexual,Asian,Physical sciences,No,No,International,No,Yes,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Ben Carson,5-6,4-7,8-14,No,Very dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:45:20,Faunce,Day 2,kt,Male,Senior,None,No,Bisexual,White,Physical sciences,No,No,Domestic,No,Yes,No opinion,0,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,2-4,4-7,4-7,No,Very dissatisfied,No opinion,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:46:54,Faunce,Day 2,KT,Female,Junior,None,No,Heterosexual,Other,Life sciences,No,No,Domestic,No,No,No opinion,5 or more,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,4-7,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:47:33,JWW side,Day 2,KPK,Female,Senior,Grants and loans,No,Heterosexual,White,Life sciences,No,No,Domestic,Yes,Yes,Somewhat approve,0,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,0,4-7,No,Somewhat satisfied,Somewhat dissatisfied,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 21:49:21,JWW front,Day 2,KPK,Female,Senior,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No,Yes,Somewhat approve,0,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,1,1-3,8-14,No,Not familiar enough,No opinion,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:51:25,Faunce,Day 2,KT,Male,First-year,None,No,Heterosexual,White,Physical sciences,Yes,No,Domestic,No,No,Somewhat approve,3-4,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,8-10,0,No,Somewhat satisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:52:42,JWW front,Day 2,KPK,Female,Senior,"Grants, covering some costs",No,Bisexual,White,Humanities/arts,No,No,International,No,Yes,Strongly disapprove,3-4,Several times per month,I am uninterested in voting or ineligible to vote,0,1-3,8-14,Yes,Not familiar enough,I am not considering applying to law or medical school,Yes,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have been under the influence of another controlled substance during class
10/29/2015 21:54:30,JWW front,Day 2,KPK,Female,First-year,"Grants, covering all costs",No,Heterosexual,Black,Social sciences,No,Yes,Domestic,No,No,Strongly disapprove,3-4,I do not smoke cigarettes or e-cigarettes,Other,1,0,0,No,Very dissatisfied,Somewhat satisfied,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:54:53,Faunce,Day 2,KT,Female,Sophomore,None,No,Heterosexual,Asian,Physical sciences,No,No,Domestic,Yes,No,Somewhat approve,3-4,I do not smoke cigarettes or e-cigarettes,Marco Rubio,0,4-7,4-7,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:56:15,Faunce,Day 2,kt,Female,First-year,"Grants, covering some costs",No,Heterosexual,Hispanic,Social sciences,No,No,Domestic,No,No,No opinion,3-4,Several times per month,Bernie Sanders,0,4-7,4-7,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,I have been cheated on,I have been under the influence of marijuana during class
10/29/2015 21:56:56,JWW front,Day 2,KPK,Male,Junior,"Grants, covering all costs",No,Heterosexual,Asian,Physical sciences,No,No,International,No,Yes,Somewhat approve,3-4,Rarely,Bernie Sanders,1,11-13,1-3,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,"I have been in at least one exclusive relationship, and I have neither cheated nor been cheated on",I have never been intoxicated during class
10/29/2015 21:57:37,Faunce,Day 2,kt,Male,Senior,"Grants, covering all costs",No,Heterosexual,Hispanic,Physical sciences,,No,Domestic,No,Yes,No opinion,0,I do not smoke cigarettes or e-cigarettes,Hillary Clinton,0,4-7,1-3,No,Very dissatisfied,Somewhat satisfied,No,I have been cheated on,I have never been intoxicated during class
10/29/2015 21:59:01,JWW front,Day 2,KPK,Male,Sophomore,"Grants, covering some costs",No,Gay,White,Physical sciences,No,No,Domestic,No,No,No opinion,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,8-10,8-14,No,Somewhat satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 21:59:03,Faunce,Day 2,kt,Male,Junior,Grants and loans,No,Heterosexual,White,Physical sciences,No,No,International,No,No,No opinion,0,I do not smoke cigarettes or e-cigarettes,I am uninterested in voting or ineligible to vote,0,1-3,1-3,No,Somewhat dissatisfied,No opinion,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 22:00:31,Faunce,Day 2,KT,Female,First-year,Grants and loans,No,Heterosexual,Hispanic,"Humanities/arts, Social sciences",No,No,Domestic,No,No,Somewhat approve,1-2,I do not smoke cigarettes or e-cigarettes,Bernie Sanders,0,1-3,4-7,No,Very satisfied,I am not considering applying to law or medical school,No,I have never been in an exclusive relationship,I have never been intoxicated during class
10/29/2015 22:01:20,JWW front,Day 2,KPK,Female,Senior,None,No,Gay,Asian,Humanities/arts,No,No,International,No,Yes,Somewhat disapprove,1-2,Several times per week,I am uninterested in voting or ineligible to vote,2-4,1-3,8-14,No,Somewhat dissatisfied,I am not considering applying to law or medical school,No,I have cheated,I have never been intoxicated during class
